cik,companyName,stockSymbol,sector,industry,sic,sicCode
0000924901,Mack-Cali Realty Corporation,cli,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001071739,CENTENE CORPORATION,cnc,"Finance, Insurance, And Real Estate",Insurance Carriers,HOSPITAL & MEDICAL SERVICE PLANS,6324
0001037760,Cepheid,cphd,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",LABORATORY ANALYTICAL INSTRUMENTS,3826
0000215419,Checkpoint Systems Inc,ckp,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0000906345,Camden Property Trust,cpt,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000021076,THE CLOROX COMPANY,clx,Manufacturing,Chemicals And Allied Products,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",2842
0001175609,"CAVIUM, INC.",cavm,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0000215466,"Coeur Mining, Inc.",cde,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0000028412,Comerica Incorporated,cma,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000052795,ANIXTER INTERNATIONAL INC.,axe,Wholesale Trade,Wholesale Trade-durable Goods,"WHOLESALE-ELECTRICAL APPARATUS & EQUIPMENT, WIRING SUPPLIES",5063
0000732834,"CONTINENTAL RESOURCES, INC.",clr,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0000822818,"CLEAN HARBORS, INC",clh,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",HAZARDOUS WASTE MANAGEMENT,4955
0000941604,OUTERWALL INC,outr,Services,Personal Services,SERVICES-PERSONAL SERVICES,7200
0000916457,Calpine Corp,cpn,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0000766701,CAPSTEAD MORTGAGE CORPORATION,cmo,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000023675,Con-way Inc.,cnw,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,TRUCKING (NO LOCAL),4213
0000711404,"The Cooper Companies, Inc.",coo,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",OPHTHALMIC GOODS,3851
0001354513,"CTC Media, Inc.",ctcm,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEVISION BROADCASTING STATIONS,4833
0001009672,Carbo Ceramics Inc,crr,Manufacturing,"Stone, Clay, Glass, And Concrete Products","ABRASIVE, ASBESTOS & MISC NONMETALLIC MINERAL PRODS",3290
0000803649,Equity Commonwealth,eqc,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000875357,BOK FINANCIAL CORP,bokf,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000225648,COVANTA HOLDING CORPORATION,cva,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",COGENERATION SERVICES & SMALL POWER PRODUCERS,4991
0000912183,Cubist Pharmaceuticals Inc,cbst,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0000201461,City National Corp,cyn,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000859598,Seacor Holdings Inc /New/,ckh,"Transportation, Communications, Electric, Gas, And Sanitary Services",Water Transportation,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT,4412
0000807884,Cash America International Inc,csh,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS RETAIL,5900
0000028823,"Diebold Nixdorf, Incorporated",dbd,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,CALCULATING & ACCOUNTING MACHINES (NO ELECTRONIC COMPUTERS),3578
0000916540,DARLING INGREDIENTS INC.,dar,Manufacturing,Food And Kindred Products,FATS & OILS,2070
0000023194,"COMSTOCK RESOURCES, INC.",crk,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001100682,"CHARLES RIVER LABORATORIES INTERNATIONAL, INC.",crl,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,8731
0000025445,CRANE CO.,cr,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment",MISCELLANEOUS FABRICATED METAL PRODUCTS,3490
0001116132,"TAPESTRY, INC.",tpr,Manufacturing,Leather And Leather Products,LEATHER & LEATHER PRODUCTS,3100
0000020286,CINCINNATI FINANCIAL CORPORATION,cinf,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001104349,Capella Education Co,cpla,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0001070985,"CORECIVIC, INC.",cxw,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001115222,Dun & Bradstreet Corp/Nw,dnb,Services,Business Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",7320
0001170991,DCT Industrial Trust Inc.,dct,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000858877,"CISCO SYSTEMS, INC.",csco,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,COMPUTER COMMUNICATIONS EQUIPMENT,3576
0000790051,CARLISLE COMPANIES INCORPORATED,csl,Manufacturing,Rubber And Miscellaneous Plastics Products,"FABRICATED RUBBER PRODUCTS, NEC",3060
0001066026,Concur Technologies Inc,cnqr,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0000019584,CHEMED CORPORATION,che,Services,Health Services,SERVICES-HOME HEALTH CARE SERVICES,8082
0000723254,Cintas Corp,ctas,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",2320
0001298946,DiamondRock Hospitality Co,drh,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001108109,"COMMUNITY HEALTH SYSTEMS, INC.",cyh,Services,Health Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062
0001062047,Convergys Corp,cvg,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001102934,"CMC Materials, Inc.",ccmp,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001383082,INVESCO DB AGRICULTURE FUND,dba,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",COMMODITY CONTRACTS BROKERS & DEALERS,6221
0000859014,Compuware Corp,cpwr,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001297401,"DreamWorks Animation SKG, Inc.",dwa,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,7812
0001062530,Digital River Inc /DE,driv,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-COMPUTERS & PERIPHERAL EQUIPMENT & SOFTWARE,5045
0001308547,"Dolby Laboratories, Inc.",dlb,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,PATENT OWNERS & LESSORS,6794
0000031978,El Paso Electric Co /TX/,ee,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0000880285,Enbridge Energy Partners Lp,eep,"Transportation, Communications, Electric, Gas, And Sanitary Services","Pipelines, Except Natural Gas",PIPE LINES (NO NATURAL GAS),4610
0000882184,"D.R. Horton, Inc.",dhi,Construction,Building Construction General Contractors And Operative Builders,OPERATIVE BUILDERS,1531
0000778438,"Berry Petroleum Company, LLC",bry,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001179755,Endurance Specialty Holdings Ltd,enh,"Finance, Insurance, And Real Estate",Insurance Carriers,"FIRE, MARINE & CASUALTY INSURANCE",6331
0001089063,"DICK’S SPORTING GOODS, INC.",dks,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940
0001364250,"Douglas Emmett, Inc.",dei,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001418135,Keurig Dr Pepper Inc.,dps,Manufacturing,Food And Kindred Products,BEVERAGES,2080
0000033185,EQUIFAX INC.,efx,Services,Business Services,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",7320
0000791915,Cypress Semiconductor Corporation,cy,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0000866706,ESCO TECHNOLOGIES INC.,ese,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001042893,"DRIL-QUIP, INC.",drq,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,OIL & GAS FIELD MACHINERY & EQUIPMENT,3533
0001316656,Dresser-Rand Group Inc.,drc,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,ENGINES & TURBINES,3510
0000931336,Dean Foods Co,df,Manufacturing,Food And Kindred Products,ICE CREAM & FROZEN DESSERTS,2024
0000714603,Dst Systems Inc,dst,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0000027996,DELUXE CORPORATION,dlx,Manufacturing,"Printing, Publishing, And Allied Industries","BLANKBOOKS, LOOSELEAF BINDERS & BOOKBINDG & RELATD WORK",2780
0000920522,"ESSEX PROPERTY TRUST, INC.",ess,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000033619,Esterline Technologies Corp,esl,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",3823
0000910521,Deckers Outdoor Corp,deck,Manufacturing,Rubber And Miscellaneous Plastics Products,RUBBER & PLASTICS FOOTWEAR,3021
0001379895,Dynegy Inc.,dyn,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",ELECTRIC SERVICES,4911
0001227654,"Compass Minerals International, Inc.",cmp,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0000912513,Cytec Industries Inc/DE/,cyt,Manufacturing,Chemicals And Allied Products,MISCELLANEOUS CHEMICAL PRODUCTS,2890
0001289490,Extra Space Storage Inc.,exr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001099800,EDWARDS LIFESCIENCES CORPORATION,ew,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",3842
0000350797,Eaton Vance Corp,ev,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services",INVESTMENT ADVICE,6282
0001472787,First American Financial Corp,faf,"Finance, Insurance, And Real Estate",Insurance Carriers,TITLE INSURANCE,6361
0001138118,"CBRE GROUP, INC.",crbe,"Finance, Insurance, And Real Estate",Real Estate,REAL ESTATE,6500
0001096752,EDGEWELL PERSONAL CARE COMPANY,epc,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001358071,Concho Resources Inc.,cxo,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0000913142,Belden Inc.,bdc,Manufacturing,Primary Metal Industries,DRAWING & INSULATING OF NONFERROUS WIRE,3357
0000798941,First Citizens Bancshares Inc /DE/,fcnca,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001324424,"EXPEDIA GROUP, INC.",expe,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,TRANSPORTATION SERVICES,4700
0001045450,EPR PROPERTIES,epr,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000887936,"FTI CONSULTING, INC",fcn,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0000922475,Itt Educational Services Inc,esi,Services,Educational Services,SERVICES-EDUCATIONAL SERVICES,8200
0000029002,Diodes Inc /DEl/,diod,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0000909832,Costco Wholesale Corp /New,cost,Retail Trade,General Merchandise Stores,RETAIL-VARIETY STORES,5331
0000037808,FNB CORP/PA/,fnb,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000922621,ERIE INDEMNITY COMPANY,erie,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service","INSURANCE AGENTS, BROKERS & SERVICE",6411
0001169561,"Commvault Systems, Inc.",cvlt,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001015780,E*TRADE Financial Corporation,etfc,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001331875,"Fidelity National Financial, Inc. ",fnf,"Finance, Insurance, And Real Estate",Insurance Carriers,TITLE INSURANCE,6361
0000105634,"EMCOR Group, Inc.",eme,Construction,Construction Special Trade Contractors,ELECTRICAL WORK,1731
0001276187,ENERGY TRANSFER LP,ete,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS TRANSMISSION,4922
0000783280,DUKE REALTY CORPORATION,dre,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000895417,"EQUITY LIFESTYLE PROPERTIES, INC.",els,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000354869,Firstmerit Corp /OH/,fmer,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001029199,"EURONET WORLDWIDE, INC.",eeft,"Finance, Insurance, And Real Estate",Depository Institutions,"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",6099
0001101239,"EQUINIX, INC.",eqix,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000034903,Federal Realty Investment Trust,frt,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000912728,Forward Air Corp,fwrd,"Transportation, Communications, Electric, Gas, And Sanitary Services",Transportation Services,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731
0001047340,Fresh Del Monte Produce Inc,fdp,"Agriculture, Forestry and Fishing",Agricultural Production Crops,AGRICULTURAL PRODUCTION-CROPS,100
0000868671,"GLACIER BANCORP, INC.",gbci,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0000028917,"DILLARD’S, INC.",dds,Retail Trade,General Merchandise Stores,RETAIL-DEPARTMENT STORES,5311
0000036966,First Horizon National Corporation,fhn,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001282977,"GREENHILL & CO., INC.",ghl,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211
0001389050,"Archrock, Inc.",exh,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0001012569,"Energy Transfer, LP",etp,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS TRANSMISSION,4922
0000814547,Fair Isaac Corp,fico,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000912463,Guess Inc,ges,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,"WOMEN'S, MISSES', CHILDREN'S & INFANTS' UNDERGARMENTS",2340
0000702325,"First Midwest Bancorp, Inc.",fmbi,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001128928,"FLOWERS FOODS, INC",flo,Manufacturing,Food And Kindred Products,FOOD AND KINDRED PRODUCTS,2000
0000918646,EAGLE MATERIALS INC.,exp,Manufacturing,"Stone, Clay, Glass, And Concrete Products","CEMENT, HYDRAULIC",3241
0001051741,First Niagara Financial Group Inc,fnfg,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001496048,Brookfield Property REIT Inc.,ggp,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000850209,"FOOT LOCKER, INC.",fl,Retail Trade,Apparel And Accessory Stores,RETAIL-SHOE STORES,5661
0000765207,"FIRST BANCORP, INC",fnlc,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0000914329,Fei Co,feic,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",LABORATORY ANALYTICAL INSTRUMENTS,3826
0000355811,GENTEX CORPORATION,gntx,Manufacturing,Transportation Equipment,MOTOR VEHICLE PARTS & ACCESSORIES,3714
0001012620,Genesee & Wyoming Inc,gwr,"Transportation, Communications, Electric, Gas, And Sanitary Services",Railroad Transportation,"RAILROADS, LINE-HAUL OPERATING",4011
0000038725,"FRANKLIN ELECTRIC CO., INC.",fele,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",MOTORS & GENERATORS,3621
0000039368,Fuller H B Co,ful,Manufacturing,Chemicals And Allied Products,ADHESIVES & SEALANTS,2891
0001031316,Franklin Street Properties Corp.,fsp,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000731012,"HEALTHCARE SERVICES GROUP, INC.",hcsg,Services,Health Services,SERVICES-NURSING & PERSONAL CARE FACILITIES,8050
0000943861,Goodrich Petroleum Corp,gdp,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0000020520,FRONTIER COMMUNICATIONS CORP,ftr,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813
0001224608,"CNO Financial Group, Inc.",cno,"Finance, Insurance, And Real Estate",Insurance Carriers,ACCIDENT & HEALTH INSURANCE,6321
0000036029,"FIRST FINANCIAL BANKSHARES INC ",ffin,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0000049196,Huntington Bancshares Inc/MD,hban,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
